var_file1,var_file2,type,hash,samples_file1,samples_file2
A0,A0,uint32,6f119aa16d95ce53,10,10
L0x55555524f4,L0x10cd4,uint32,b898e99e6fd92775,10,10
s08,A61,uint8,abac63978a611ab5,10,10
A18,A18,uint8,adabd5a629af20da,10,10
a6,a6,uint32,6c241c9c0db4dd4f,10,10
a6,L0x22064,uint32,6c241c9c0db4dd4f,10,10
a6,r10,uint32,6c241c9c0db4dd4f,10,10
A1,A1,uint32,79b8525c3a33aeec,10,10
A12,A12,uint8,6251873cf415d481,10,10
L0x555555250c,L0x10cec,uint32,ffcc9407e5e0271d,10,10
L0x55555640c4,a7,uint32,db45460f52ab3a76,10,10
L0x55555640c4,r11,uint32,db45460f52ab3a76,10,10
L0x55555640c4,L0x22068,uint32,db45460f52ab3a76,10,10
A25,A25,uint8,6d85b97d51801968,10,10
w10,a7,uint32,db45460f52ab3a76,10,10
w10,r11,uint32,db45460f52ab3a76,10,10
w10,L0x22068,uint32,db45460f52ab3a76,10,10
L0x55555524bc,L0x10c9c,uint32,51e8eff8ce40fe6d,10,10
A20,A20,uint8,36495eed86bc0ad7,10,10
a0,a0,uint32,c7bfb907827fbe5f,10,10
a0,L0x2204c,uint32,c7bfb907827fbe5f,10,10
a0,r4,uint32,c7bfb907827fbe5f,10,10
w9_r,r10_r,uint32,b4e83e20f2f91cee,10,10
L0x55555524f8,L0x10cd8,uint32,714bea55628bfdf5,10,10
L0x5555552508,L0x10ce8,uint32,41212a052d8e35f1,10,10
A6,A6,uint32,d3f8479f4c8e206a,10,10
A6,r0,uint32,d3f8479f4c8e206a,10,10
A22,A22,uint8,6c004b8bedf1715c,10,10
L0x55555524e0,L0x10cc0,uint32,c4306022543d4de1,10,10
A52,A52,uint8,c01e95a849a25caf,10,10
w7_r,r8_r,uint32,61372e8baf93e747,10,10
L0x55555524e8,L0x10cc8,uint32,726bfd216b53f1fd,10,10
L0x55555524c8,L0x10ca8,uint32,bf377dc2dd57c975,10,10
A31,A31,uint8,ae2d5ae246751fa3,10,10
A09,A09,uint8,c7d92f1a66b64870,10,10
L0x5555552504,L0x10ce4,uint32,121185120b0f0d95,10,10
A07,A07,uint8,4500c17aeaf8e693,10,10
A28,A28,uint8,82b1e46e26018fb1,10,10
w3_r,r4_r,uint32,b2cf3aa10f8bfddd,10,10
A35,A35,uint8,40fca8f75bdad372,10,10
A36,A36,uint8,b9d714e56470a2aa,10,10
A42,A42,uint8,5ff43defdfe7ac8d,10,10
A3,A3,uint32,4b5394413821a11c,10,10
A57,A57,uint8,5b946b6c88805dd7,10,10
L0x55555640ac,r5,uint32,96e0835e348ec41c,10,10
L0x55555640ac,L0x22050,uint32,96e0835e348ec41c,10,10
L0x55555640ac,a1,uint32,96e0835e348ec41c,10,10
A37,A37,uint8,e79b22f6fde57f34,10,10
A2,A2,uint32,3075cb563d06f1e,10,10
w9,a6,uint32,6c241c9c0db4dd4f,10,10
w9,L0x22064,uint32,6c241c9c0db4dd4f,10,10
w9,r10,uint32,6c241c9c0db4dd4f,10,10
L0x5555552554,L0x10d34,uint32,cf0db4d2507dbd95,10,10
L0x5555552538,L0x10d18,uint32,735e2d812d04baf5,10,10
L0x55555524f0,L0x10cd0,uint32,14ad5c061589f2a5,10,10
A43,A43,uint8,4d747c0199cbd37a,10,10
A10,A10,uint8,e28de315a1bd6cfb,10,10
A21,A21,uint8,356e2836b5943f12,10,10
A33,A33,uint8,da5b2bf3659de930,10,10
w3,a0,uint32,c7bfb907827fbe5f,10,10
w3,L0x2204c,uint32,c7bfb907827fbe5f,10,10
w3,r4,uint32,c7bfb907827fbe5f,10,10
ext_3,L0x407ffd10,uint32,1b10167e3ff340e9,10,10
a7,a7,uint32,db45460f52ab3a76,10,10
a7,r11,uint32,db45460f52ab3a76,10,10
a7,L0x22068,uint32,db45460f52ab3a76,10,10
L0x55555524b4,L0x10c94,uint32,663fbc3c3e520c1,10,10
L0x5555552570,L0x10d50,uint32,660e9a8dacf4d3f5,10,10
A48,A48,uint8,f92485b02c425fc2,10,10
w10_r,r11_r,uint32,cc6305dc966a8ce8,10,10
A51,A51,uint8,2993d1da02aadc8,10,10
A49,A49,uint8,f913c9b226853062,10,10
L0x55555640c0,a6,uint32,6c241c9c0db4dd4f,10,10
L0x55555640c0,L0x22064,uint32,6c241c9c0db4dd4f,10,10
L0x55555640c0,r10,uint32,6c241c9c0db4dd4f,10,10
L0x55555524a0,L0x10c80,uint32,c17af75644206485,10,10
A60,A60,uint8,1a609d3cda36a9e7,10,10
A62,A62,uint8,d91b8a05c9bf19b3,10,10
L0x5555552534,L0x10d14,uint32,af8a22f9f8413335,10,10
L0x5555552568,L0x10d48,uint32,fc11d751cc7bd41d,10,10
L0x555555251c,L0x10cfc,uint32,3549ad674074815d,10,10
L0x5555552514,L0x10cf4,uint32,3af96d74ee4f73bd,10,10
a2,a2,uint32,9b0b3563391468c9,10,10
a2,r6,uint32,9b0b3563391468c9,10,10
a2,L0x22054,uint32,9b0b3563391468c9,10,10
L0x55555640b0,a2,uint32,9b0b3563391468c9,10,10
L0x55555640b0,r6,uint32,9b0b3563391468c9,10,10
L0x55555640b0,L0x22054,uint32,9b0b3563391468c9,10,10
L0x55555524fc,L0x10cdc,uint32,cac5a78950fa6715,10,10
L0x555555249c,L0x10c7c,uint32,8faec0407a185e51,10,10
L0x555555252c,L0x10d0c,uint32,c4b95964d0e6bdd5,10,10
L0x5555552578,L0x10d58,uint32,33e9518f6f786ead,10,10
L0x5555552518,L0x10cf8,uint32,c4516d169ea139b5,10,10
A54,A54,uint8,6d94befeeb52f495,10,10
L0x555555257c,L0x10d5c,uint32,5faa7b54de9d8f55,10,10
A16,A16,uint8,ef753941ab3d6f4c,10,10
s18,A63,uint8,ea90d8aacb7399b7,10,10
L0x55555524d0,L0x10cb0,uint32,465d99cd6ac398b1,10,10
L0x5555552574,L0x10d54,uint32,95e2e232eb12f4b5,10,10
A15,A15,uint8,a9ae3b3c0649965d,10,10
A32,A32,uint8,fa95882cc365bcc7,10,10
w7,r8,uint32,12a696711a39dd24,10,10
w7,a4,uint32,12a696711a39dd24,10,10
w7,L0x2205c,uint32,12a696711a39dd24,10,10
A46,A46,uint8,17c7f869e4667635,10,10
A47,A47,uint8,6d701ad4b930b2d8,10,10
A00,A00,uint8,eb01f57bc609a94e,10,10
A61,A61,uint8,abac63978a611ab5,10,10
A30,A30,uint8,c170473d120f360,10,10
L0x5555552548,L0x10d28,uint32,c66a093cfbde0b75,10,10
L0x55555524a4,L0x10c84,uint32,3dad7752fdddfd6d,10,10
w5_r,r6_r,uint32,38a644f1547ecef6,10,10
L0x5555552550,L0x10d30,uint32,d4c21bf07349bcd5,10,10
ext_2,L0x407ffd0c,uint32,5576e567d18de328,10,10
L0x5555552528,L0x10d08,uint32,baa364c629e2d181,10,10
L0x55555640bc,L0x22060,uint32,44b8ed9a4d3a54f9,10,10
L0x55555640bc,a5,uint32,44b8ed9a4d3a54f9,10,10
L0x55555640bc,r9,uint32,44b8ed9a4d3a54f9,10,10
A06,A06,uint8,bef86da62953769d,10,10
A23,A23,uint8,fdb4d5fc707f49b5,10,10
L0x5555552540,L0x10d20,uint32,83cfc45aebc9a83d,10,10
