var_file1,var_file2,type,hash,samples_file1,samples_file2
r9_h,r9_h,uint64,90ba56d35e247b6d,100,100
L0x5555555560c8,L0x5555555560c8,uint64,61ee1faff3601ee5,100,100
L0x7fffffffd9c8,L0x7fffffffd9c8,uint64,3f8bcf48cb23db9b,100,100
L0x555555556058,L0x555555556058,uint64,94b80a4dcbfaabd,100,100
L0x5555555560b0,L0x5555555560b0,uint64,244502c441883185,100,100
a23,a23,uint64,bf3db773e1c8184,100,100
a23,L0x5555555580a8,uint64,bf3db773e1c8184,100,100
A41,A41,uint64,8712ee850d7857f8,100,100
L0x7fffffffd920,L0x7fffffffd920,uint64,b862ac77dbbc1f4f,100,100
L0x555555558048,a01,uint64,d1d21fc2f464920b,100,100
L0x555555558048,L0x555555558048,uint64,d1d21fc2f464920b,100,100
rsi,rsi,uint64,f14a4dd45dd43e0a,100,100
r9_l,r9_l,uint64,1cc7a8e2248a9edb,100,100
A11,A11,uint64,8be8dc8f3c0e2e4c,100,100
rdx_s,rdx_s,uint64,39442daa1e25bf7f,100,100
L0x7fffffffd940,L0x7fffffffd940,uint64,3f847ce02bc5b27e,100,100
A14,A14,uint64,3e3d538d9cf814e9,100,100
L0x7fffffffd998,L0x7fffffffd998,uint64,9b61d0e97a5eec53,100,100
L0x5555555580b0,a24,uint64,f89e42280b1bd947,100,100
L0x5555555580b0,L0x5555555580b0,uint64,f89e42280b1bd947,100,100
rdi_s,rdi_s,uint64,2d01af2931bad7dc,100,100
r9_s,r9_s,uint64,98decb2079f4105b,100,100
L0x5555555580c8,a32,uint64,3d759aadca2958fe,100,100
L0x5555555580c8,L0x5555555580c8,uint64,3d759aadca2958fe,100,100
a21,a21,uint64,6cfa67c0e6f6f025,100,100
a21,L0x555555558098,uint64,6cfa67c0e6f6f025,100,100
A12,A12,uint64,f9e5c94883c8eb30,100,100
L0x555555556078,L0x555555556078,uint64,2599ee84d84a485,100,100
L0x7fffffffd910,L0x7fffffffd910,uint64,a8d86a7151eb8c0b,100,100
r11,r11,uint64,74c01211e258c9f4,100,100
rbp_h,rbp_h,uint64,cdf2a80e32a4f3be,100,100
a42,L0x5555555580f0,uint64,1686347a7264d9cf,100,100
a42,rdi,uint64,1686347a7264d9cf,100,100
a42,a42,uint64,1686347a7264d9cf,100,100
L0x5555555560b8,L0x5555555560b8,uint64,4e56650c09ff7a55,100,100
r13_l,r13_l,uint64,93cb03772d3263be,100,100
A20,A20,uint64,207858d4ecd929a7,100,100
rdx_l,rdx_l,uint64,b84d83e730bb5def,100,100
r10_s,r10_s,uint64,d94423ee59f46236,100,100
L0x7fffffffd930,L0x7fffffffd930,uint64,878d140f8a55d969,100,100
A22,A22,uint64,d7ffc56e31de04e4,100,100
L0x7fffffffd9c0,L0x7fffffffd9c0,uint64,7555a3f01cf394e8,100,100
a44,L0x555555558100,uint64,adb433f801a25000,100,100
a44,a44,uint64,adb433f801a25000,100,100
r13_s,r13_s,uint64,3183b5b9c061a228,100,100
a14,L0x555555558088,uint64,9c5692198eceef3c,100,100
a14,a14,uint64,9c5692198eceef3c,100,100
rdi,L0x5555555580f0,uint64,1686347a7264d9cf,100,100
rdi,rdi,uint64,1686347a7264d9cf,100,100
rdi,a42,uint64,1686347a7264d9cf,100,100
L0x555555558100,L0x555555558100,uint64,adb433f801a25000,100,100
L0x555555558100,a44,uint64,adb433f801a25000,100,100
r12_l,r12_l,uint64,9335b7d0d7a57ffd,100,100
A31,A31,uint64,20672f2cef146cbd,100,100
L0x555555556038,L0x555555556038,uint64,7820e6b57388b965,100,100
L0x7fffffffd9a8,L0x7fffffffd9a8,uint64,e8a01b7917e802bd,100,100
L0x7fffffffd9a0,L0x7fffffffd9a0,uint64,f42997874156456,100,100
L0x7fffffffd9a0,r8,uint64,f42997874156456,100,100
L0x5555555580d0,a33,uint64,400d1116c3b14d24,100,100
L0x5555555580d0,L0x5555555580d0,uint64,400d1116c3b14d24,100,100
L0x5555555580d0,rbp,uint64,400d1116c3b14d24,100,100
rcx_l,rcx_l,uint64,d319f8390a1a4b4,100,100
a13,a13,uint64,9ff2e79c620fc6d5,100,100
a13,L0x555555558080,uint64,9ff2e79c620fc6d5,100,100
r12,r12,uint64,fad229ff25e31546,100,100
A42,A42,uint64,add2f30262d38b32,100,100
a00,L0x555555558040,uint64,9c83e7ca9d062e51,100,100
a00,a00,uint64,9c83e7ca9d062e51,100,100
L0x555555556020,L0x555555556020,uint64,90a4fe5daefa1f05,100,100
r12_s,r12_s,uint64,bca8433778bb7fc5,100,100
r10_l,r10_l,uint64,bfbf301ace14d4e6,100,100
L0x555555556088,L0x555555556088,uint64,88356125b80ca865,100,100
rdi_l,rdi_l,uint64,711018afea36d44a,100,100
L0x555555556050,L0x5555555560c0,uint64,a3d20f44a6111b05,100,100
L0x555555556050,L0x555555556050,uint64,a3d20f44a6111b05,100,100
r15,r15,uint64,790150f0ee42b20c,100,100
r12_h,r12_h,uint64,241ebdb9a2c0921b,100,100
A43,A43,uint64,537e7a0ca570730d,100,100
A10,A10,uint64,70d28c9175deea1b,100,100
A21,A21,uint64,e45ea67637973150,100,100
A33,A33,uint64,f881a11f76fc1883,100,100
r11_s,r11_s,uint64,5ccd3505f540edd8,100,100
rax_h,rax_h,uint64,41d1087831ae7fdf,100,100
L0x7fffffffd978,L0x7fffffffd978,uint64,92e2113ec30e5817,100,100
L0x555555556040,L0x555555556040,uint64,2da047dc25e65165,100,100
a11,L0x555555558070,uint64,8f92da3fa329eb32,100,100
a11,a11,uint64,8f92da3fa329eb32,100,100
a10,a10,uint64,f3bd54bcc60ab581,100,100
a10,L0x555555558068,uint64,f3bd54bcc60ab581,100,100
a04,a04,uint64,6f7b32580cb10d5,100,100
a04,L0x555555558060,uint64,6f7b32580cb10d5,100,100
rbx_s,rbx_s,uint64,ccd42fe1cc975a00,100,100
L0x7fffffffd928,L0x7fffffffd928,uint64,61cfa865f8046637,100,100
rcx_h,rcx_h,uint64,e282eba66d1e8cad,100,100
a34,L0x5555555580d8,uint64,693b1f410277523,100,100
a34,a34,uint64,693b1f410277523,100,100
a34,r10,uint64,693b1f410277523,100,100
ebx,ebx,uint64,8ed71dfa02dacfd5,100,100
ebx,eax,uint64,8ed71dfa02dacfd5,100,100
L0x5555555560d8,L0x5555555560d8,uint64,3436615ee21dea55,100,100
a24,a24,uint64,f89e42280b1bd947,100,100
a24,L0x5555555580b0,uint64,f89e42280b1bd947,100,100
L0x555555558088,L0x555555558088,uint64,9c5692198eceef3c,100,100
L0x555555558088,a14,uint64,9c5692198eceef3c,100,100
