var_file1,var_file2,type,hash,samples_file1,samples_file2,const_file1,const_file2,input_file1,input_file2,same_name,first_file1,last_file1,first_file2,last_file2
v0_07,L0x555555558078,uint64,ee08f19aba45d0fb,100,100,false,false,false,false,false,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110
v0_07,a12,uint64,ee08f19aba45d0fb,100,100,false,false,false,false,false,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110
v_shr_3_1_i,r12_h,uint64,afbaa916efef3d0e,100,100,false,false,false,false,false,0000000000000000000011111001010111011111100000110000101100010000,0000000000000000000000101110111000100111111001101101010101000000,0000000000000000000011111001010111011111100000110000101100010000,0000000000000000000000101110111000100111111001101101010101000000
v_xor_2_i8_3,a32,uint64,6087e9daa2eacf0c,100,100,false,false,false,false,false,1010010110000110010100011001110001101011000111110001110010111100,0000110011101001101000110100111001010100011111010111001000101110,1010010110000110010100011001110001101011000111110001110010111100,0000110011101001101000110100111001010100011111010111001000101110
v_xor_2_i8_3,L0x5555555580c8,uint64,6087e9daa2eacf0c,100,100,false,false,false,false,false,1010010110000110010100011001110001101011000111110001110010111100,0000110011101001101000110100111001010100011111010111001000101110,1010010110000110010100011001110001101011000111110001110010111100,0000110011101001101000110100111001010100011111010111001000101110
state_56,L0x555555558078,uint64,ee08f19aba45d0fb,100,100,false,false,false,false,false,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110
state_56,a12,uint64,ee08f19aba45d0fb,100,100,false,false,false,false,false,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110,0010110110001010001111100111110010000101011101100100101011101110,1100010000010000111100111111110010010111110011000111001010001110
v_xor_4_i10_4,L0x555555558100,uint64,e899dbad1fa1a128,100,100,false,false,false,false,false,1010001001111100110000100111000011000110100010010100010110011010,0011000001011011100101110110101011111001001000001100010100000001,1010001001111100110000100111000011000110100010010100010110011010,0011000001011011100101110110101011111001001000001100010100000001
v_xor_4_i10_4,a44,uint64,e899dbad1fa1a128,100,100,false,false,false,false,false,1010001001111100110000100111000011000110100010010100010110011010,0011000001011011100101110110101011111001001000001100010100000001,1010001001111100110000100111000011000110100010010100010110011010,0011000001011011100101110110101011111001001000001100010100000001
v_shr_2_1_i,r14_h,uint64,40b4c6dc853c4af2,100,100,false,false,false,false,false,0000000000000000000000000000000000000000000000000000000011111000,0000000000000000000000000000000000000000000000000000000000001100,0000000000000000000000000000000000000000000000000000000011111000,0000000000000000000000000000000000000000000000000000000000001100
